numeroProcesso,numeroRegistro,nomeValorMobiliario,valorTotalInicial,valorTotalFinal,dataOferta,nomeTipoRequerimento,status,serie_nome,quantidadeAtivos,valorNominal,valorTotalLote,taxaRemuneracao,dataEmissao,dataVencimento,especie,avaliacaoRisco,remuneracaoFinal,amortizacao,incentivado,infraLei14801,resgateAntecipado
SRE/3875/2024,CVM/SRE/AUT/DEB/PRI/2024/932,Debêntures,"1.475.000.000,0000","1.475.000.000,0000",19/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Série Única,"1.475.000,0000","1.000,0000","1.475.000.000,0000","7,7477%",15/12/2024,15/12/2036,Quirografária,,"Sobre o Valor Nominal Unitário Atualizado incidirão juros remuneratórios correspondentes a 7,7477% (sete inteiros, sete mil e quatrocentos e setenta e sete décimos de milésimos por cento) ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculados de forma exponencial e cumulativa pro rata temporis por Dias Úteis decorridos, desde a primeira Data de Integralização ou a Data de Pagamento da Remuneração imediatamente anterior, conforme o caso, até a data do efetivo pagamento.","O pagamento da amortização das Debêntures será realizado em 4 (quatro) parcelas anuais e consecutivas, a partir do 9º (nono) ano (inclusive), contado da Data de Emissão, sendo certo que o pagamento da primeira parcela de amortização das Debêntures deverá ocorrer em 15 de dezembro de 2033 e a última, na Data de Vencimento, conforme cronograma de amortização descrito na Escritura de Emissão.",Sim,Não,Sim
SRE/4009/2024,CVM/SRE/AUT/DEB/PRI/2024/924,Debêntures,"700.000.000,0000","700.000.000,0000",18/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,DEBENTURES,"700.000,0000","1.000,0000","700.000.000,0000","12,0688%",10/12/2024,10/12/2030,Quirografária,AAA.br,"Sobre o Valor Nominal Unitário ou o saldo do Valor Nominal Unitário, conforme o caso, incidirão juros remuneratórios correspondentes a 12,0688% (doze inteiros, seiscentos e oitenta e oito décimos de milésimos por cento) ao ano, base 360 (trezentos e sessenta) dias (“Remuneração”), calculados de forma linear e cumulativa pro rata temporis por dias decorridos, incidentes sobre o Valor Nominal Unitário (ou sobre o saldo do Valor Nominal Unitário), desde a Data de Início da Rentabilidade, ou Data de Pagamento da Remuneração (conforme definido abaixo) imediatamente anterior (inclusive) até a Data","Sem prejuízo dos pagamentos decorrentes de eventual vencimento antecipado das obrigações decorrentes das Debêntures, de resgate antecipado total decorrente de Oferta de Resgate Antecipado ou de Resgate Antecipado Facultativo das Debêntures, nos termos a serem previstos na Escritura de Emissão e na legislação aplicável, o saldo do Valor Nominal Unitário das Debêntures será amortizado em uma única data, qual seja, na Data de Vencimento.",Sim,Não,Sim
SRE/3662/2024,CVM/SRE/AUT/DEB/PRI/2024/922,Debêntures,"500.000.000,0000","500.000.000,0000",18/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures Simples,"250.000,0000","1.000,0000","250.000.000,0000","CDI + 1,15%",25/11/2024,25/11/2029,Quirografária,S&P,"CDI + 1,15%","Anual, a partir do 4º ano",Não,Não,Sim
SRE/3662/2024,CVM/SRE/AUT/DEB/PRI/2024/923,Debêntures,"500.000.000,0000","500.000.000,0000",18/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures Simples,"250.000,0000","1.000,0000","250.000.000,0000","CDI + 1,30%",25/11/2024,25/11/2032,Quirografária,AA-,"CDI + 1,30%","Anualmente, a partir do 72º mês",Não,Não,Sim
SRE/3773/2024,CVM/SRE/AUT/DEB/PRI/2024/921,Debêntures,"1.450.000.000,0000","1.450.000.000,0000",18/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,DEBÊNTURES,"1.450.000,0000","1.000,0000","1.450.000.000,0000","CDI + 0,43%",15/11/2024,15/12/2029,Quirografária,AAA,"Sobre o Valor Nominal Unitário ou sobre o saldo do Valor Nominal Unitário, conforme aplicável, incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) da Taxa DI, acrescida de spread (sobretaxa) de 0,43% (quarenta e três centésimos por cento) ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis","2 (duas) parcelas anuais consecutivas, sendo a primeira em 15/12/2028 e a última na Data de Vencimento.",Não,Não,Sim
SRE/3904/2024,CVM/SRE/AUT/DEB/PRI/2024/920,Debêntures,"140.000.000,0000","140.000.000,0000",17/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,debênture,"140.000,0000","1.000,0000","140.000.000,0000","DI + 0,95%",15/12/2024,15/12/2029,Quirografária,Fitch Ratings,"DI + 0,95%",bullet,Não,Não,Sim
SRE/3909/2024,CVM/SRE/AUT/DEB/PRI/2024/917,Debêntures,"1.180.000.000,0000","1.180.000.000,0000",17/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures - 1ª Série,"718.000,0000","1.000,0000","718.000.000,0000","DI + 0,80%",15/12/2024,15/12/2029,Quirografária,,"CDI + 0,80%",Amortização das Debêntures da 1ª Série: Bullet,Não,Não,Não
SRE/3909/2024,CVM/SRE/AUT/DEB/PRI/2024/918,Debêntures,"1.180.000.000,0000","1.180.000.000,0000",17/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures - 2ª Série,"262.000,0000","1.000,0000","262.000.000,0000","DI + 0,95%",15/12/2024,15/12/2031,Quirografária,,,"Amortização das Debêntures da 2ª Série: em 2 (duas) parcelas anuais, no 6º (sexto) e 7º (sétimo) anos contados da Data de Emissão, sendo a primeira parcela paga em 15 de dezembro de 2030",Não,Não,Não
SRE/3909/2024,CVM/SRE/AUT/DEB/PRI/2024/919,Debêntures,"1.180.000.000,0000","1.180.000.000,0000",17/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures da 3ª Série,"200.000,0000","1.000,0000","200.000.000,0000","IPCA + 7,0292%",15/12/2024,15/12/2034,Quirografária,,"IPCA + 7,0292%",Amortização das Debêntures da 3ª Série: Bullet,Sim,Não,Não
SRE/3998/2024,CVM/SRE/AUT/DEB/PRI/2024/916,Debêntures,"847.081.000,0000","847.081.000,0000",17/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures,"847.081,0000","1.000,0000","847.081.000,0000",,05/12/2024,05/12/2026,Quirografária,,,Ao vencimento,Não,Não,Sim
SRE/3981/2024,CVM/SRE/AUT/DEB/PRI/2024/915,Debêntures,"150.000.000,0000","150.000.000,0000",17/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures,"150.000,0000","1.000,0000","150.000.000,0000","CDI + 1,50% a.a.",10/12/2024,10/12/2029,Garantia Real,,"CDI + 1,50% a.a.","O saldo do Valor Nominal Unitário será amortizado em 6 (seis) parcelas, semestralmente, a partir do 24º (vigésimo quarto) mês contado da Data de Emissão (inclusive)",Não,Não,Sim
SRE/3933/2024,CVM/SRE/AUT/DEB/PRI/2024/914,Debêntures,"250.000.000,0000","250.000.000,0000",17/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures,"250.000,0000","1.000,0000","250.000.000,0000","CDI + 2,00%",13/12/2024,13/12/2029,Quirografária,N/A,,"O Valor Nominal Unitário ou o saldo do Valor Nominal Unitário, conforme aplicável, das Debêntures será pago em uma única parcela, qual seja, na Data de Vencimento.",Não,Não,Sim
SRE/3564/2024,CVM/SRE/AUT/DEB/PRI/2024/913,Debêntures,"500.000.000,0000","500.000.000,0000",17/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures,"500.000,0000","1.000,0000","500.000.000,0000","CDI + 2,50%",18/12/2024,18/12/2029,Garantia Real,Moody’s,"CDI + 2,50%","Mensal, a partir do 37º mês",Não,Não,Sim
SRE/4060/2024,CVM/SRE/AUT/DEB/PRI/2024/912,Debêntures,"100.000.000,0000","0,0000",17/12/2024,OPD Aut Profissional - sem bookbuilding,Oferta Encerrada,1ª Emissão - Série Única,,,,,,,,,,,,,
SRE/3795/2024,CVM/SRE/AUT/DEB/PRI/2024/911,Debêntures,"790.000.000,0000","790.000.000,0000",17/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures simples,"790.000,0000","1.000,0000","790.000.000,0000","12,7760% a.a.",10/12/2024,10/12/2030,Quirografária,,"12,7760% a.a.",Bullet,Sim,Não,Sim
SRE/3911/2024,CVM/SRE/AUT/DEB/PRI/2024/910,Debêntures,"200.000.000,0000","200.000.000,0000",16/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures Institucionais - 7ª Emissão,"200.000,0000","1.000,0000","200.000.000,0000",,05/12/2024,05/12/2031,Quirografária,N/A,"DI+0,60% a.a., base 252 dias úteis","Amortizado em uma única parcela, na Data de Vencimento",Não,Não,Sim
SRE/3637/2024,CVM/SRE/AUT/DEB/PRI/2024/901,Debêntures,"4.875.000.000,0000","4.875.000.000,0000",16/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,1ª série,"600.000,0000","1.000,0000","600.000.000,0000","IPCA + 7,7178%",15/11/2024,15/12/2043,Garantia Real,AA-.br,"IPCA+7,7178% AO ANO","Semestral, a partir de 15 de junho de 2030",Sim,Não,Sim
SRE/3637/2024,CVM/SRE/AUT/DEB/PRI/2024/902,Debêntures,"4.875.000.000,0000","4.875.000.000,0000",16/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,2ª Série,"1.188.000,0000","1.000,0000","1.188.000.000,0000","IPCA + 7,1750%",15/11/2024,15/11/2043,Garantia Real,Moodys Local Br Agencia de Classificacao de Risco LTDA,"IPCA + 7,1750%","Semestral, a partir de 15 de junho de 2030",Sim,Não,Sim
SRE/3637/2024,CVM/SRE/AUT/DEB/PRI/2024/903,Debêntures,"4.875.000.000,0000","4.875.000.000,0000",16/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,3ª Série,"315.000,0000","1.000,0000","315.000.000,0000","IPCA + 7,1750%",15/11/2024,15/11/2043,Garantia Real,Moodys Local Br Agencia de Classificacao de Risco LTDA.,"IPCA + 7,1750%","Semestral, a partir de 15 de junho de 2030",Sim,Não,Sim
SRE/3637/2024,CVM/SRE/AUT/DEB/PRI/2024/904,Debêntures,"4.875.000.000,0000","4.875.000.000,0000",16/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,4ª Série,"846.000,0000","1.000,0000","846.000.000,0000","IPCA + 7,1750%",15/11/2024,15/11/2043,Garantia Real,Moodys Local Br Agencia de Classificacao de Risco LTDA.,"IPCA + 7,1750%","Semestral, a partir de 15 de junho de 2030",Sim,Não,Sim
SRE/3637/2024,CVM/SRE/AUT/DEB/PRI/2024/905,Debêntures,"4.875.000.000,0000","4.875.000.000,0000",16/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,5ª Série,"315.000,0000","1.000,0000","315.000.000,0000","IPCA + 7,1750%",15/11/2024,15/11/2043,Garantia Real,Moodys Local Br Agencia de Classificacao de Risco LTDA.,"IPCA + 7,1750%","Semestral, a partir de 15 de junho de 2030",Sim,Não,Sim
SRE/3637/2024,CVM/SRE/AUT/DEB/PRI/2024/906,Debêntures,"4.875.000.000,0000","4.875.000.000,0000",16/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,6ª Série,"108.000,0000","1.000,0000","108.000.000,0000","IPCA + 7,1750%",15/11/2024,15/11/2043,Garantia Real,Moodys Local Br Agencia de Classificacao de Risco LTDA.,"IPCA + 7,1750%","Semestral, a partir de 15 de junho de 2030",Sim,Não,Sim
SRE/3637/2024,CVM/SRE/AUT/DEB/PRI/2024/907,Debêntures,"4.875.000.000,0000","4.875.000.000,0000",16/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,7ª sÉRIE,"243.000,0000","1.000,0000","243.000.000,0000","IPCA + 7,1750%",15/11/2024,15/11/2043,Garantia Real,Moodys Local Br Agencia de Classificacao de Risco LTDA.,,"Semestral, a partir de 15 de junho de 2030",Sim,Não,Sim
SRE/3637/2024,CVM/SRE/AUT/DEB/PRI/2024/908,Debêntures,"4.875.000.000,0000","4.875.000.000,0000",16/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,8ª sÉRIE,"630.000,0000","1.000,0000","630.000.000,0000","IPCA + 7,1750%",15/11/2024,15/11/2043,Garantia Real,Moodys Local Br Agencia de Classificacao de Risco LTDA.,"IPCA + 7,1750%","Semestral, a partir de 15 de junho de 2030",Sim,Não,Sim
SRE/3637/2024,CVM/SRE/AUT/DEB/PRI/2024/909,Debêntures,"4.875.000.000,0000","4.875.000.000,0000",16/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,9ª Série,"630.000,0000","1.000,0000","630.000.000,0000","IPCA + 7,1750%",15/11/2024,15/11/2043,Garantia Real,Moodys Local Br Agencia de Classificacao de Risco LTDA.,"IPCA + 7,1750%","Semestral, a partir de 15 de junho de 2030",Sim,Não,Sim
SRE/3557/2024,CVM/SRE/AUT/DEB/PRI/2024/900,Debêntures,"650.000.000,0000","650.000.000,0000",16/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures,"650.000,0000","1.000,0000","650.000.000,0000","CDI + 0,70%a.a.",15/12/2024,15/12/2031,Quirografária,AAA,"CDI + 0,70%a.a., pago semestralmente","Anual, no 6º e 7º ano",Não,Não,Sim
SRE/3664/2024,CVM/SRE/AUT/DEB/PRI/2024/899,Debêntures,"400.000.000,0000","400.000.000,0000",13/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Série Única,"400.000,0000","1.000,0000","400.000.000,0000","8,0361%",10/12/2024,15/12/2038,Quirografária,AAA,,"O saldo do Valor Nominal Unitário Atualizado das Debêntures será amortizado em 23 (vinte e três) parcelas semestrais consecutivas, devidas sempre no dia 15 (quinze) dos meses de junho e dezembro de cada ano até o vencimento, sendo a 1ª (primeira) parcela devida em 15 de dezembro de 2027",Sim,Não,Sim
SRE/3585/2024,CVM/SRE/AUT/DEB/PRI/2024/898,Debêntures,"600.000.000,0000","600.000.000,0000",13/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debentures,"600.000,0000","1.000,0000","600.000.000,0000","CDI + 2,5%",18/11/2024,18/11/2029,Quirografária,Moody's América Latina,"CDI + 2,50% a.a.","O saldo do Valor Nominal Unitário das Debêntures será amortizado em duas parcelas, sendo que a primeira parcela será devida em 18 de novembro de 2028, e a segunda parcela na Data de Vencimento das Debêntures",Não,Não,Sim
SRE/4006/2024,CVM/SRE/AUT/DEB/PRI/2024/897,Debêntures,"64.000.000,0000","0,0000",13/12/2024,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Oferta Encerrada,1ª Série,,,,,,,,,,,,,
SRE/3902/2024,CVM/SRE/AUT/DEB/PRI/2024/896,Debêntures,"600.000.000,0000","600.000.000,0000",13/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures,"600.000,0000","1.000,0000","600.000.000,0000","DI + 0,89%",10/12/2024,10/12/2029,Quirografária,,,"O saldo do Valor Nominal Unitário das Debêntures será amortizado em 4 (quatro) parcelas anuais e consecutivas, a partir do 24º (vigésimo quarto) mês, inclusive, sempre no dia 10 (dez) do mês de dezembro de cada ano.",Não,Não,Sim
SRE/3813/2024,CVM/SRE/AUT/DEB/PRI/2024/894,Debêntures,"1.850.000.000,0000","1.850.000.000,0000",13/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debênture,"1.850.000,0000","1.000,0000","1.850.000.000,0000","DI + 0,95% ao ano",16/12/2024,16/12/2031,Quirografária,,"DI + 0,95% ao ano","3 (três) parcelas anuais e consecutivas, sempre no dia 16 do mês de dezembro de cada ano, sendo o primeiro pagamento devido em 16 de dezembro de 2029 e o último na Data de Vencimento,",Não,Não,Sim
SRE/3790/2024,CVM/SRE/AUT/DEB/PRI/2024/892,Debêntures,"1.000.000.000,0000","1.000.000.000,0000",12/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,DEBÊNTURES - 1ª SÉRIE,"500.000,0000","1.000,0000","500.000.000,0000","6,8670%",15/11/2024,15/11/2034,Quirografária,,"IPCA + 6,8670% a.a.","15/11/2032
15/11/2033
Data de Vencimento",Sim,Não,Sim
SRE/3790/2024,CVM/SRE/AUT/DEB/PRI/2024/893,Debêntures,"1.000.000.000,0000","1.000.000.000,0000",12/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,DEBÊNTURES - 2ª SÉRIE,"500.000,0000","1.000,0000","500.000.000,0000","6,7166%",15/11/2024,15/11/2036,Quirografária,,"IPCA + 6,7166%","15/11/2034
15/11/2035
Data de Vencimento",Sim,Não,Sim
SRE/3905/2024,CVM/SRE/AUT/DEB/PRI/2024/891,Debêntures,"800.000.000,0000","800.000.000,0000",12/12/2024,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,Oferta Encerrada,Debêntures,"800.000,0000","1.000,0000","800.000.000,0000","DI + 1,25% ao ano",09/12/2024,09/12/2029,Quirografária,,,"No vencimento, bullet",Não,Não,Sim
SRE/3898/2024,CVM/SRE/AUT/DEB/PRI/2024/890,Debêntures,"750.000.000,0000","750.000.000,0000",12/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures,"750.000,0000","1.000,0000","750.000.000,0000","100% da Taxa DI + 2,40% a.a.",10/12/2024,10/12/2029,Garantia Real,,,"O saldo do Valor Nominal Unitário das Debêntures será amortizado em 5 (cinco) parcelas semestrais consecutivas, sendo que a primeira parcela será devida em 10 de dezembro de 2027, e as demais parcelas serão devidas em cada uma das respetivas datas de amortização das Debêntures.",Não,Não,Sim
SRE/3677/2024,CVM/SRE/AUT/DEB/PRI/2024/889,Debêntures,"100.000.000,0000","100.000.000,0000",12/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures Simples,"100.000,0000","1.000,0000","100.000.000,0000","8,2780%",30/11/2024,15/12/2031,Quirografária,,"juros remuneratórios prefixados, incidentes sobre o Valor Nominal Unitário Atualizado das Debêntures correspondente a 8,2780% ao ano, base 252Dias Úteis","O Valor Nominal Unitário Atualizado das Debêntures será amortizado anualmente, sendo que a primeira parcela será devida em 15 de dezembro de 2027 e a última na Data de Vencimento, ressalvadas as hipóteses de vencimento antecipado ou resgate antecipado das Debêntures, nos termos desta Escritura.",Sim,Não,Sim
SRE/3685/2024,CVM/SRE/AUT/DEB/PRI/2024/888,Debêntures,"1.500.000.000,0000","1.500.000.000,0000",12/12/2024,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,Oferta Encerrada,Debêntures - Série Única,"1.500.000,0000","1.000,0000","1.500.000.000,0000","CDI + 0,60%",12/12/2024,12/12/2027,Quirografária,,"As Debêntures farão jus a juros remuneratórios, incidentes sobre o Valor Nominal Unitário ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso, correspondentes ao percentual da variação acumulada de 100% da Taxa DI, acrescida exponencialmente de um spread (sobretaxa) de 0,60% ao ano, base 252 Dias Úteis.","O Valor Nominal Unitário das Debêntures da Primeira Série ou o saldo do o Valor Nominal Unitário das Debêntures da Primeira Série, conforme o caso, será amortizado conforme tabela constante na Escritura de Emissão.",Não,Não,Sim
SRE/3879/2024,CVM/SRE/AUT/DEB/PRI/2024/887,Debêntures,"2.000.000.000,0000","2.000.000.000,0000",12/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,única,"1.000.000,0000","1.000,0000","2.000.000.000,0000",100% DI + 1.50% a.a.,10/12/2024,10/12/2029,Quirografária,,,"3 (três) parcela anuais e consecutivas, a partir de 10 de dezembro de 2027",Não,Não,Sim
SRE/3756/2024,CVM/SRE/AUT/DEB/PRI/2024/886,Debêntures,"640.000.000,0000","640.000.000,0000",11/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures,"640.000,0000","1.000,0000","640.000.000,0000","CDI+0,47% a.a.",28/11/2024,28/05/2029,Quirografária,,"CDI+0,47% a.a.","será amortizado em 5 (cinco) parcelas, sendo a primeira em 28 de maio de 2025 e a última na Data de Vencimento.",Não,Não,Sim
SRE/3948/2024,CVM/SRE/AUT/DEB/PRI/2024/885,Debêntures,"2.475.000.000,0000","0,0000",11/12/2024,OPD Aut Profissional - sem bookbuilding,Oferta Encerrada,1a Série da 12a Emissão de Debêntures Simples,,,,,,,,,,,,,
SRE/3937/2024,CVM/SRE/AUT/DEB/PRI/2024/884,Debêntures,"1.000.000.000,0000","0,0000",10/12/2024,OPD Aut Profissional - sem bookbuilding,Oferta Encerrada,Debêntures- Série Única,,,,,,,,,,,,,
SRE/3622/2024,CVM/SRE/AUT/DEB/PRI/2024/883,Debêntures,"500.000.000,0000","500.000.000,0000",10/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Dbêntures | Série Única,"500.000,0000","1.000,0000","500.000.000,0000","CDI + 1,60%a.a.",19/11/2024,19/11/2029,Quirografária,,"CDI + 1,60 a.a.","Em duas parcelas, no 4° e 5° ano",Não,Não,Sim
